Cell_ID,Cell_Type,Batch,Condition,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20
Cell_877,Unknown,Batch3,Healthy,57.15934715593285,43.841142930278124,44.077126799356904,43.925011135650614,error,57.843479532671104,60.02235427190278,52.21602134866532,59.59427240174424,61.411189736794995,57.45268688150398,56.31120726235565,50.0333946657581,error,49.47174195300518,52.54365184694332,61.05946426153238,53.83063126721905,,57.99777191166531
Cell_878,Monocyte,Batch1,Disease,45.99244416698928,29.693145106006437,31.285329991118374,51.91120621927844,47.98792347845418,34.9583808704114,48.54275525431024,48.52665612604578,48.97859084417143,46.20855443432274,58.28238466480119,56.17506442194813,49.14548383323387,25.43146128223757,54.096752046171574,30.893093525999145,67.29139109590409,55.82638183261923,54.88961590339366,45.60093131615759
Cell_879,B-cell,Batch2,Disease,,54.09008453743453,40.088455828643355,62.88917922814433,40.50876249307769,27.35488708053243,64.71825559755814,48.86090852310092,56.00760250654108,48.98597334729066,57.82107388105313,63.70503783231142,46.622443787301904,55.575507431832406,59.00923964211998,48.56863143805926,57.340014832734795,55.925367493748674,44.50912884491805,47.192754118197705
Cell_880,Unknown,Batch1,Disease,54.24651083583928,37.8427148806202,44.901037732549774,,40.931143776224175,47.238625274988024,47.06229091432833,59.66561089710541,69.54302591326456,41.67690955203936,,32.67269622099931,,50.381027118317334,39.74109116350166,51.5596489299233,50.35797172657837,48.446871627308404,35.93262587856625,47.0528021143846
Cell_881,T-cell,Batch1,Healthy,62.742818576233006,55.02169507821982,38.06263730397943,51.85463530139244,53.268161879535384,39.11069083340435,54.583961089410266,35.72384838217041,57.17523141985177,47.51275958293782,,56.40544584501284,51.545596877401806,42.38634269789982,68.44843532005439,26.43628015218846,53.120832893935805,48.196206329299805,error,62.03446152164338
Cell_882,B-cell,Batch1,Healthy,,44.494290627818486,44.93897235448663,48.86547342968429,error,44.85819796051909,34.31968509782308,44.95662898853973,31.710300823633645,59.53708293493344,43.28789982076344,64.98658092590591,81.67942412689128,51.39334230378698,52.69075105168583,58.62253995476633,58.7892457949404,47.05967028619537,68.96610465538595,error
Cell_883,NK,Batch1,Disease,34.514195145754925,37.141703652851064,,54.06138595126061,45.7237166130728,53.97440462949011,44.874782117045804,48.84434280687977,,49.76106330985798,40.82258992078333,48.54633058946184,63.41339329993825,60.30054906389686,59.65828823034235,40.78782977842847,44.978451046105555,41.10647316021573,error,61.95473318246222
Cell_884,NK,Batch3,Disease,52.580236651422176,39.659262267255514,error,48.48873468937097,53.741824858572706,56.871868616758825,77.43368179695558,68.50586613116376,35.970615057384386,30.781818029737323,44.042540291712,,44.96131338461332,51.620601597411955,,67.3467885523695,39.18201944946303,,54.339400056166724,
Cell_885,Monocyte,Batch1,Disease,44.54119112241372,36.972770167008875,25.746142246097282,51.228866286464964,57.30878600150476,66.17151937439456,35.24438232340823,54.06397477254311,42.68950176607784,44.77743984453146,43.877776401609495,54.25544071218027,40.3906034863491,51.13796399758215,64.8047863909124,46.936842988449165,54.93634527938388,60.56657168404816,41.36688782574143,54.34063762055137
Cell_886,T-cell,Batch1,Disease,61.05397191115082,58.928906782289246,,48.130624496159136,48.79000888590075,63.40018976289842,63.0659472669864,43.74779947200253,49.63400350737642,65.45089547889617,47.452591715330975,67.01471632637161,46.34575260907807,51.45504970154198,58.08380374498133,45.50143538908801,60.76837136452869,70.23346305252922,47.83648216115956,53.320555976356495
Cell_887,T-cell,Batch2,Healthy,41.379641078513195,43.375890446464346,68.94186424942829,46.81494839907113,51.757148758394976,error,65.91771031471842,50.883149182994124,46.53395793139315,56.811961622594495,55.32431137489621,46.46888300540671,66.7013382495774,39.383055423566,38.04798583028681,50.848908104297216,60.841112178019145,50.49051812734042,53.12691628922125,57.08968054543904
Cell_888,NK,Batch1,Healthy,52.1175954149934,45.087133723868234,37.27987649299992,65.4543186393945,59.033408791210476,38.41316473188682,58.23942951214349,55.22908046197564,63.251231831019126,44.9087099841267,39.50916696278438,70.30973221058304,51.53453249772335,,58.35603704017666,61.004841046311924,36.71560040083146,60.429684424028686,61.823439556804914,
Cell_889,NK,Batch3,Disease,36.202224804646434,50.24955296075874,41.54790007881423,52.75887444859262,51.886694046657,47.00882992756305,44.66917291856261,52.97831656944736,45.446006403131044,48.11688227793825,58.41880760090407,error,69.95986810747578,59.48865647283605,58.765176703458856,54.0424929440872,66.2375165918482,49.25505149171128,56.78277107471845,42.67007920194827
Cell_890,Monocyte,Batch1,Healthy,65.89832235369428,40.78826160866292,51.35126308517301,51.29553841743568,54.220244701661784,41.92714581144165,57.74959252786065,68.19971027432987,46.739993703072294,,36.39779288855691,26.528822404824144,75.90274055524361,52.6180607157201,57.803704370089655,54.52682433009084,50.67638927231566,53.91195469617465,43.88575853367279,30.62464478325045
Cell_891,B-cell,Batch2,Disease,58.788217342205456,53.474769274057074,44.67613373798602,49.70078685657205,51.813258478498845,52.70914137849851,error,55.851207723296206,55.87102915917706,45.51459448822118,50.71283303821686,48.809881891680234,48.85385505725536,35.32296224954028,49.51155261933552,,error,48.43970372949022,40.56135220527424,53.37707256934905
Cell_892,Unknown,Batch3,Disease,57.054324994408056,44.78246599082737,error,47.50950667747506,48.01800252311471,66.94765004373059,51.82057425134317,49.75550582093221,37.38407333723428,55.97960847217483,error,52.19275486686241,35.15204058387987,35.48849008200034,61.11429666732395,47.1690750528458,47.36881230541132,40.389766325573916,50.30416478824738,70.24844740810163
Cell_893,B-cell,Batch3,Disease,53.11763091737736,38.36643863149104,59.870005324496944,42.88018766599746,48.45754122705137,48.86224848964461,63.607828719218986,48.02247120534947,62.6916670316014,47.23362647110478,61.45164833076066,29.3203437752791,51.632011350273565,44.41400011723089,39.982384566402565,54.20655222027716,48.96418675983425,66.75163229275014,68.43312629206875,56.13959484408799
Cell_894,T-cell,Batch2,Disease,36.6562161423899,36.20662831572709,67.58301862753595,51.186941794739546,57.92526749719288,53.00406221482382,52.9387374667605,52.5017641842551,46.4031821051971,63.04056834259387,42.64162531414124,60.27748058598145,49.486497520661594,,56.05064882399259,54.8664812315197,57.99406718821926,53.57690822468327,61.19575287393084,55.69363423554124
Cell_895,T-cell,Batch1,Disease,46.25405314352569,error,52.03056091739922,67.523671123182,55.65575029275939,40.839423089728065,48.44382173485226,43.967288871895356,,32.39825155681584,,48.29731146885311,53.8212191157208,40.81836891796941,53.15212441184092,36.13996616412459,47.673409024328265,59.5603692374929,46.26998961093716,39.863641959392346
Cell_896,B-cell,Batch2,Healthy,47.2607638742062,52.809632145951106,44.12824797023322,32.73334291015462,34.65700632598728,59.4166347035244,error,70.06972599445086,53.211232550992975,51.39872068394861,44.731130237660615,56.045901148506225,32.247975642986155,43.075858914117724,,40.45808869606135,40.4916071522216,51.39197622658951,26.990805131286677,
Cell_897,T-cell,Batch2,Healthy,50.262817103670436,50.33808029336181,44.98195243548945,68.92531586715242,40.48795350916563,60.88690748792466,47.33709547342604,68.25916710817641,42.97154594419882,47.58325660548202,43.427074273235576,65.03815992295804,56.33391321918718,39.265584653456,31.83541651813189,error,48.85391226907531,52.20076236769397,56.699558918377136,52.53636967143112
Cell_898,Monocyte,Batch1,Disease,50.87554650688895,57.0654106405757,48.61261058508989,62.701635972770546,42.59853451158946,44.91577974845416,46.74254669468584,60.50444254964313,49.282382975940074,55.05596639264803,65.55477684162653,50.19791712843055,45.924364685595506,40.150328640125196,53.19764886351021,55.87445327283598,58.336457379966596,51.73977875734814,62.426282811128104,37.916572791337586
Cell_899,Monocyte,Batch1,Disease,63.17618059616117,47.82723089917555,67.93433779578692,72.6546727072404,39.317349832189265,53.352411998674526,54.53029753292721,49.50608572697502,45.80029580137467,57.327796249912296,52.51835305166075,46.726315305278106,53.76968203259689,38.92354042007701,43.73344912415673,51.07555235693369,71.92114832906061,36.971184998604336,39.41535670130967,47.630249600200074
Cell_900,Monocyte,Batch2,Healthy,52.06259311792344,38.88809575227753,56.33133454987531,46.27996691626019,32.9351161000457,37.74171068176913,40.98492561671971,55.71209527578813,error,50.50140217559188,49.202591351265994,44.421016060189025,68.10015735050118,error,53.72277510475353,55.410479164031976,40.106565446759056,68.45858433334669,48.48533071653969,38.9869423357286
Cell_901,NK,Batch1,Healthy,45.410257156266695,,51.92255367606595,48.301316482843426,46.36399432120398,50.80148231011857,43.470840720310676,50.111459239886464,,56.749629212549785,53.04202962925603,51.33526990946509,51.97579853379231,47.794272206259194,38.04189942730219,39.29947009689139,64.23124825293348,64.90268582945208,53.39539591398198,28.051618753171642
Cell_902,T-cell,Batch3,Disease,51.2192454183435,66.22402875498587,50.49089489850304,49.654245353132524,46.161325596983595,41.99927114499107,41.74102091117823,43.323967361737196,39.31707141037782,46.987334793824736,46.27391987625394,35.541007806999126,42.743675817980915,,57.10840274625531,65.42879041878409,35.88121753168057,46.294904567080195,65.34966943865248,59.98548416095019
Cell_903,Unknown,Batch3,Healthy,,50.69170701479863,36.610112402892774,43.82345930615092,42.30527883849629,45.421375038306294,51.580444499931744,36.573014934725634,50.05690377349094,58.40725596948931,57.78313560039116,53.16530748662257,45.87816599921751,55.90091515004075,38.07840181835586,44.26265053894308,47.621694298871205,43.65158034553205,49.67268604170103,55.812850185023834
Cell_904,Monocyte,Batch3,Healthy,54.59796795195082,61.78362325949984,48.317270959816064,48.40157994262503,,41.45892306256869,40.188195610550636,59.37837463080434,57.67059150302646,48.513113421720206,error,45.785477053557244,,44.06557909758419,53.4620476205631,44.78598781028842,56.36129367872151,59.66694091625177,79.509705840651,57.73614130565517
Cell_905,NK,Batch1,Healthy,51.24094491029146,error,39.499051123005046,35.96544285391579,36.46776750183223,60.572137950502565,49.627759924313416,33.89682508908675,29.04510753202011,62.51684524635574,39.51609947542822,70.42384937347279,49.01702955044019,60.266684721267495,63.38421988431788,38.60357043584554,40.113718679689796,42.31709845221883,47.99846317091016,48.90968540035465
Cell_906,B-cell,Batch2,Healthy,54.29512958008149,31.33954812053325,35.25684959007839,25.81687753528103,47.95598909649677,32.8375704016499,69.78108727641089,46.994979994669684,48.15501464468714,40.90339188719548,47.793035513275285,45.95521294672362,40.30423662386069,36.77436096074845,34.010068914330375,42.11798536005332,44.29181717379623,58.455170117537236,error,36.0097833760013
Cell_907,B-cell,Batch1,Disease,31.967472632029118,54.00438006101066,48.50628321747271,27.139819313255707,39.33778618240522,47.598425505406574,44.46704559222229,52.28612956540369,56.85339871051136,41.98029320607442,49.79471612304494,54.902129154665175,51.833653673362036,43.98298787649964,23.2702657786393,56.81974038485857,60.971631606930536,58.67081683230481,46.00518135655645,error
Cell_908,Monocyte,Batch2,Disease,48.303650672270265,28.395231610571322,53.12985742024121,60.96695565806284,40.532321107539225,33.522942376614864,62.42539230574909,30.553553076741924,48.60236232621443,51.10222097150386,40.62608471331252,48.91926960723004,56.122296422993244,43.20290768968303,40.749041758813746,32.44063834180257,47.03525953362383,46.77493316171139,43.1277176304745,74.19418438848928
Cell_909,T-cell,Batch3,Disease,55.10642596028003,40.820158561898886,64.6708570505348,60.85620399994781,57.32725755384633,78.47420716662774,51.85036047942411,47.915412815527745,52.81113750139583,46.55606799296027,59.34687947527533,62.319124305732075,54.98542900643733,54.55924208241534,48.085273577158205,62.61981711210054,47.66547504333786,,48.101855447769445,49.331775922788154
Cell_910,Monocyte,Batch2,Healthy,25.583436378970326,42.469565870452136,59.645079354392166,46.759634429081906,error,68.15165420046432,49.49386776386455,57.52988866750844,34.86018247673712,50.65128288948711,52.28177963413847,47.601783749008725,53.44879806145704,81.99032304902735,56.594248907087135,56.72315484043918,56.98850642493876,53.4571484490905,59.40982006210519,43.4893919262025
Cell_911,Unknown,Batch1,Healthy,46.95593044782095,52.0460841374618,53.06035316285472,53.104084726795314,53.40291541701629,52.098449260043864,54.70243449700463,42.045321878967684,53.34187431892242,53.28160597049522,43.53403100509367,47.78751263739369,54.71758159673172,error,45.7998749124427,72.88676614702639,43.95903062915658,59.09056051063736,64.18824957674481,66.79507781729251
Cell_912,Monocyte,Batch3,Healthy,53.11339123225579,43.96517135806175,48.525332694192734,46.046856081487206,48.93498188381555,,35.62676763313759,,,58.84625255118512,53.5487106066612,57.25369623399075,47.18570872031048,36.60972154613337,52.97011859123198,62.503622090547275,59.61072964823505,60.446029628724986,60.11087852420078,57.24458788401148
Cell_913,T-cell,Batch3,Healthy,55.51018337506147,38.82332631386929,53.86945581649903,62.197979268662785,64.7152264379384,51.245810218781244,50.43961232183609,55.45457921092002,61.18813249196435,56.43078022554895,54.8602734722939,62.71731050096054,61.664587297837194,50.766714831893566,44.56843806314823,63.208438030652104,67.29988143441702,45.81137021380687,55.96369994076022,63.03033405835454
Cell_914,NK,Batch3,Healthy,,30.37478080363241,69.95731317511144,76.69736193887466,44.70655412785032,error,56.36137479239679,64.52982985245703,54.21655908951225,59.897491149390376,47.75874070106442,39.34381271784149,43.72908912534817,55.78012199660374,44.16099286587142,49.28284830683409,error,56.1557587511884,35.34823539154645,34.28006688441904
Cell_915,B-cell,Batch1,Healthy,34.87479791162936,,42.7878106751369,42.26110226359146,68.29644250993346,56.507114142556304,error,52.82205570069567,50.28860563123239,60.09177308154005,55.613759352205236,error,47.57842878295697,52.00705176873664,52.99941816025406,51.0904776106533,45.79751817679428,47.801399040748116,41.20616807193984,65.43786555854768
Cell_916,Monocyte,Batch2,Healthy,45.331006225172196,65.4692575379842,50.406392809449294,54.050577051658266,62.688847960415515,41.98928229488274,59.6512564318928,57.05526085083333,46.00036319180045,43.37698794648699,49.44508846161793,error,,46.60675855392367,49.70838511856145,,36.809088164312726,55.28239390695032,36.725246344924116,38.037571017871066
Cell_917,T-cell,Batch1,Disease,,57.95711429702593,55.208386756054054,52.15166102259308,52.264087183984984,42.189954934690334,61.65860997774505,44.97095942973089,error,51.86555178568061,69.892473813007,66.83595778551545,44.526931348310356,51.747590373241486,61.452880500033146,47.378499063663,43.184343661637264,35.35519979693568,47.71701569007196,49.93818533832177
Cell_918,Monocyte,Batch1,Disease,47.727880698492015,73.45180215612558,43.70668070531622,61.269544553912446,36.52634285873318,41.83878787567404,51.066507574694775,29.609951630007266,53.72430659661032,57.323243102187746,42.19972939072722,57.50242753974342,53.98840849886077,56.622639149785144,47.41497188861119,41.67215126997153,61.02493005913575,43.9759433037549,50.733249520315326,56.126358861627224
Cell_919,Monocyte,Batch2,Healthy,42.95282289351651,,55.654727366075186,48.801872131039204,47.83263336105348,40.31005644573098,,,53.259982422944006,53.50082398985508,68.42397147212967,61.595741940755005,50.907764967754936,,68.33691338532483,47.02557245599891,54.29927193406222,57.71639564265209,31.43807336742167,56.458076809650166
Cell_920,NK,Batch1,Disease,67.38150219959142,,46.98381581107499,50.88116056795237,40.29569509718962,48.03934738339356,46.14906276249096,51.13407539585301,56.71755506622264,58.53640554300067,65.76041922223081,41.66220098435673,42.28317338790813,43.313376681142614,,59.471940005932225,53.96299139760099,56.34728640450013,46.86267995290688,58.82606509900561
Cell_921,Monocyte,Batch3,Healthy,46.77207979136934,53.22657500422735,47.594891017506946,52.57218176306817,45.00798836917478,35.84904044707904,41.02100481363448,46.29671029484896,,52.66409756217845,62.74318142715461,54.447619615421665,59.474037568613745,,40.98804572831415,62.55496833935691,58.58141411314435,50.49922622778412,38.7490296862685,72.78537844994308
Cell_922,B-cell,Batch2,Healthy,37.779473865612,29.268891858147292,49.96226746499916,44.48148649352075,52.0074109116112,55.521421603010594,56.141833893807515,54.94991054840166,54.17200935216439,54.73433794267432,43.58152193497675,33.566176308162795,67.7371890367017,54.44860758650812,53.791319715623914,45.660565801374126,73.8690447342909,46.87763155106526,39.70056188434547,51.139481151754985
Cell_923,B-cell,Batch1,Disease,36.823355993117254,49.94173426700265,26.51363860654659,55.60959667142887,66.34786601567517,45.30443305467105,59.67950837707575,68.50864317034483,46.62275195696958,53.885272154309305,49.0682643688065,61.793418050136296,48.58557569623818,51.31484706567839,49.908126387451546,,50.20157350908085,55.11673608339516,58.37960329568577,51.96603470156856
Cell_924,Monocyte,Batch1,Healthy,47.089756319335265,50.98973545217202,54.525716168714155,58.542716861819535,45.13861593111731,43.293850123587866,62.167852193095435,53.812918749407615,45.00642790822256,54.02279611731527,47.47067050399305,39.53666884757276,55.411820209499126,62.311396273682604,error,40.62406488222756,65.95552988741191,31.576834895783755,45.653987013083814,40.492405373336595
Cell_925,B-cell,Batch3,Disease,71.4310545722585,53.34842188013171,39.56607557848153,48.26818492002195,46.50451964536435,45.598649394857894,56.42256599974028,49.790622142860684,36.94348325750876,,65.486138650159,41.799204177404775,37.54271944384773,28.503677198953305,52.18303802104419,63.376442876954286,40.800547189234955,52.06980454143836,46.98017953862161,72.60307471674386
Cell_926,B-cell,Batch2,Disease,50.1589866821909,45.750718992995616,50.8886344829971,48.93090539665493,42.04378338175291,51.83580195659261,23.98938707762854,56.05678405410856,49.485698858508854,41.56277376344385,46.56231829082728,62.11612768902381,59.76668972626288,38.9119195065166,44.170462001983466,,,42.97085721705633,53.946057430152734,38.7619348793734
Cell_927,NK,Batch2,Healthy,43.13938931102096,49.118541566038154,49.53211997270435,48.77774304673288,,39.49988309869987,53.30051942971601,61.67921439401822,50.27073766422413,48.30882587660072,40.40624524024579,33.44646557215181,47.50423427340051,52.75462278361094,46.139865627912044,51.90192392571115,58.32550201319218,57.22717471864785,50.06554541836173,54.56864767741596
Cell_928,Monocyte,Batch3,Disease,39.17209180260128,59.16925532825811,53.840482385607615,43.71267434447919,50.53761912686403,51.25776443643257,52.98804169571926,50.32967233097667,57.81044785351379,50.44112806518469,36.30941753859532,46.573849254587415,56.31234691589587,52.10906973112806,52.342523157835764,,50.987429480909235,43.464462545918686,45.32651541604227,49.64390432465383
Cell_929,T-cell,Batch2,Healthy,62.471342175054644,47.591859998454744,46.34828524629463,39.75632588099369,53.136776876262246,50.40266616814048,32.61873453846491,60.50645898735179,55.305589598318114,43.76567743943033,61.940602119917635,65.80879591787075,47.42139032812196,,38.58036630547552,52.89611073899033,60.898370533502046,56.8006634887391,,52.355357388499144
Cell_930,B-cell,Batch2,Disease,51.18625826138492,63.046735304083484,53.162911660645676,42.132300616044425,50.18800426980926,63.58840447567981,60.41663260490668,38.608682990508306,64.6373516319288,51.8787609587513,59.3506020158326,39.04696221006142,56.4383128039274,48.442155131479176,35.55666402382834,43.2115446826143,50.13274041891576,58.81552413213141,49.40912050862392,44.33495587940137
Cell_931,Unknown,Batch3,Healthy,56.07079539886335,41.0852369009022,,60.34030412020818,62.32041165484121,67.93597909929296,49.96450920613505,64.55153617422633,46.53010017300567,33.977824335972294,48.17303003408566,57.27719982931191,39.83862661249009,48.78437602933673,,50.50486663904724,46.727183535501275,56.66787370490458,23.314905145176038,
Cell_932,B-cell,Batch2,Healthy,46.08369832431858,,53.93895265988524,51.91098367692552,38.49673317502952,,70.55586306720643,error,37.32403638428428,54.45610724794132,41.504646215902945,33.668380674065574,64.54763539391774,59.527216085592116,68.31285580381297,,48.9210455781786,40.516122656379466,45.50078939110853,58.653176159240694
Cell_933,T-cell,Batch3,Healthy,50.90387062758885,48.293874941131904,36.48831649662925,67.08784780947084,,69.78300357951221,41.70173866764975,50.74830501338602,55.966147775439545,58.68325986531414,56.842926156463555,56.70950104704206,,56.22648595318173,,67.87046664415809,48.308805137947886,43.83758780870878,73.79449946603195,34.930109964588034
Cell_934,B-cell,Batch2,Healthy,error,49.30106247300645,53.30965021156877,55.21001774736041,42.03276836111506,,51.84936250060452,55.824650446471054,70.49862023485979,60.600570216434726,27.78463165028013,,41.91533853901211,38.150412800628956,50.6252487262274,59.18726765971108,41.82842190737629,60.84505112944781,29.526236071344893,61.5843687285042
Cell_935,NK,Batch2,Healthy,39.17856131950874,44.37446482234952,36.209065447978126,53.25386913563352,,43.24173013138522,57.00399603371592,48.44214107121618,64.81780073248486,51.41080810749788,29.81866873682212,error,35.7414824297764,46.89907718411881,56.41576167308275,30.370894172825434,32.7186630207854,40.94941178519319,50.330908770037915,51.78876207316502
Cell_936,Monocyte,Batch2,Healthy,65.41977788810331,44.47291605431375,49.390377734770155,42.547712180223556,52.92254686354445,58.9990423280686,59.884433862187905,55.290366686446035,,41.91814538132611,40.02764797457957,39.87356521733113,,,51.42667834959914,66.18055332884747,59.125074572057756,47.66102431965828,50.50839596271979,error
Cell_937,Monocyte,Batch1,Healthy,49.652422088460064,41.08981651843668,48.36335698472521,35.28719276440221,40.41319711543872,57.47327574622521,45.30586049770339,54.21947815011593,46.69645824636183,55.99009850010123,52.97081401506748,51.51374960398489,56.22947787023939,56.72886922760338,46.81829932195192,48.32233125184132,50.08880388624291,45.8953432169802,,49.42363647076848
Cell_938,T-cell,Batch1,Healthy,57.758377590531765,50.43956552016447,41.960800218511416,59.41280528676055,44.094680593771,61.155403742157475,40.22714152912372,60.21948566663082,39.69641829400203,59.556859401664354,34.15140258439176,42.07161929850096,26.412114431018008,47.08782379830242,66.61346768348622,45.838871277806405,44.18192871282446,46.69256415431401,32.14600007792866,62.51976458329612
Cell_939,Unknown,Batch2,Healthy,55.54587182944519,,47.89071269149152,,38.65747324760213,50.0643190957449,33.49156832164439,49.765347793212676,38.30654749328697,47.559100123407504,57.01086323167691,48.657445609636405,52.28966691811799,41.33959639848013,61.27077174600777,,56.173664821160585,60.221941665073714,36.059660229399825,52.50838353899105
Cell_940,Unknown,Batch3,Disease,,34.32261464193674,72.56594031398514,44.325897955321125,37.4569661378937,41.911660345345716,55.400205848886266,65.23226290675669,50.007436284292524,42.2638226885203,46.8689558593562,56.926889293781045,43.539600139614045,32.75280925636584,56.30253047872707,58.16449248586055,error,34.72012213399675,59.15684996491572,43.6288582372852
Cell_941,T-cell,Batch3,Disease,50.256134324935516,74.74858061734456,43.39518268081803,42.84702400435091,40.6257818709508,error,45.08122881111818,47.241925700645126,51.1269000317038,63.91609156946289,46.58382738328724,57.3506578745323,59.4332692486842,57.64429208558833,48.48898703960702,44.07534066513307,46.53421803535121,38.52065746093543,44.2113398360797,67.50898109666437
Cell_942,Unknown,Batch3,Disease,70.25518043250432,36.01515280276199,46.80804607873064,62.52382555213842,39.11172436808288,53.72880874330574,56.54462982261498,57.3292803123853,36.34431455572485,64.48860777312254,35.76834770848724,42.4318233613831,52.80827812786223,45.3165674773645,40.85048408533244,44.30209677320124,61.62210786776928,48.96064093842482,52.32266752736576,46.099685998998
Cell_943,B-cell,Batch2,Healthy,error,,35.599185578768974,45.9783998246028,,44.12487525207585,57.61980993026245,65.54493799845757,51.15966828392486,,46.483820539973905,50.00577406281507,40.00150615495063,34.96591577155078,46.23892441111782,46.60607290267621,53.54256821670398,52.00116773830384,49.02382580843649,41.168379168211374
Cell_944,NK,Batch3,Disease,50.17508661853445,37.84401824780861,58.46033430782967,54.395141671317994,39.906156425694334,46.093888036918244,error,49.92239400963635,48.96075456034715,,34.438401768705816,49.79733414716051,43.106733652966454,45.08872048492248,51.024063113220485,26.05714575235915,50.15822276558711,,error,45.76265702968892
Cell_945,NK,Batch3,Disease,,47.0953775133521,56.551902659818026,45.94933522113483,56.70214675343262,69.28064793603096,64.8518256860639,50.25952181459465,48.2070483931884,49.87366741359912,,39.4414713054746,56.57554517468055,35.38154941574508,36.76115807226285,35.13952708231413,38.33536667202604,42.22152439890297,65.65015056786338,38.588852904247496
Cell_946,Unknown,Batch3,Disease,57.30396609982836,57.13506429079013,42.783445533759625,40.595907394214436,49.904431396645364,53.4149714542932,49.14107245567189,43.67564618068805,64.25038702093346,63.149824109679074,61.3402335435392,37.23795384091105,,50.3202053220862,33.947495514826,45.215453922368546,66.15212921357886,53.56911604130006,59.43274391126194,33.80230861973129
Cell_947,B-cell,Batch2,Healthy,50.43754394269695,54.2559690379875,59.93358658029152,47.80130675177023,40.96647631426616,34.24424485216592,64.7671142286111,46.46712655881085,66.37259064514726,42.98447459861048,48.93458893144222,43.955336573523326,63.86202734840698,64.33470315135092,31.034270916465122,53.71291535438466,51.844819439998474,54.468523731681664,33.638960686427296,53.183643129847155
Cell_948,T-cell,Batch2,Disease,51.83806584876467,52.99092517507568,43.70133939770306,51.55290054103078,56.89189026213169,64.6593859979155,31.9605567316448,52.34313196681572,51.063082083199745,58.882143050671004,49.07167389459461,56.56068897187664,50.03022346223815,50.123071341103326,45.387325196804895,49.13856953152004,46.22870541728657,59.49111197620275,46.13931965360957,51.6718977714392
Cell_949,NK,Batch3,Disease,33.39300506119832,60.327392140811625,48.83235342215611,52.227011822048894,53.62095056306055,49.153559603630534,49.628547395642926,36.428976365747,55.70124310833366,54.038160294917965,63.65887035215145,51.46846070429653,58.93142359114216,58.40287689065855,53.37239766528471,38.57376162227495,error,47.8718312496887,49.49183567669788,46.57324448127548
Cell_950,B-cell,Batch2,Healthy,48.53808461272967,46.1213362556811,43.127779784396076,,63.228921781503594,37.11421179235487,35.95391437300527,error,43.15233642111217,40.47087238212066,64.86265112778781,47.417429071450975,45.18461755789353,48.03955644895721,43.794349354804794,67.98696431656685,63.28250150444815,64.1155681133668,58.46988072025844,36.1438030054312
Cell_951,B-cell,Batch1,Disease,56.30779950385054,51.02707286632437,37.04204893107571,37.77051874440091,60.66063927835186,54.89153988931875,44.70810412627641,50.66582863276152,47.21494349979187,61.580407657625,61.92268474568345,32.324645222250325,error,46.369340092874275,38.74603139087416,46.91951258034815,44.012139506228316,46.35680138071359,49.278506153844035,37.05939286067094
Cell_952,Unknown,Batch2,Healthy,47.864980312087354,46.42223775300595,47.68334706464977,37.2104193494696,54.15123115835818,45.515777473719396,30.96311748594697,50.96456344640695,51.92409948309085,55.742800969641,54.598442071856624,54.876334174269175,49.256999234398,44.795752128444335,49.10470484722203,57.170993374544906,54.17092658008907,error,40.233555222366995,
Cell_953,Monocyte,Batch1,Disease,33.83134279917506,75.73393605294156,54.47066906814585,40.18885896521705,49.69226945905835,,50.171509376566064,53.18550325627093,44.28126077761985,40.3251367326917,64.48458102601494,63.58520376195294,46.972313343743224,55.30269271319714,54.08994029312647,,55.22826496413098,69.99635093559132,55.77057711557818,50.32419474470378
Cell_954,Unknown,Batch2,Disease,55.000312323094924,36.491200170950606,54.60499430519441,48.545055049891864,39.78888290743435,48.74121105170473,52.37424164274334,40.01080816739075,55.070943351331536,,38.03089428242977,56.545448677730306,38.610932108901935,65.10760369787636,54.86688880884769,,48.72837250322128,50.17744357511788,43.55048521274163,39.20852194674299
Cell_955,B-cell,Batch1,Healthy,58.645734105274464,,55.20441800246104,38.150088463021376,47.09662162924686,42.21839518971816,31.576225066984147,,error,68.13899164861284,61.82579431807487,error,46.52140149073051,46.91471632357408,61.40778111227888,46.39306078698318,50.02757962339137,57.48140667734949,69.58444579689676,51.85734642362461
Cell_956,B-cell,Batch1,Disease,69.76676873190881,46.395515691485464,64.25242465006701,63.31040739586715,35.407622211367794,57.38450953667712,61.498487896507434,43.86011327283879,49.255360556335084,49.55935041531309,,38.50895953911176,52.65321913897604,48.75947243762247,57.02293054368837,44.535984146000374,52.50688251852329,55.90987019241098,43.712877914284405,51.33425059350936
Cell_957,Unknown,Batch3,Healthy,54.32101801698253,52.75522985833945,49.17902698168155,66.01613799419393,57.45767466808331,46.38410747945689,68.10771439938094,63.467834513631544,57.08161434273431,47.09971139586934,47.41007293924857,48.46869538738211,66.10843512885694,42.764618260347014,60.21049754017865,61.68205831477535,47.84974379471999,29.562114047459772,39.637864807467565,58.629266102822875
